booking_id,hotel,arrival_year,arrival_month,arrival_day_of_month,stays_in_week_nights,stays_in_weekend_nights,avg_price_per_room,country,market_segment_type,booking_status,email,lead_time,arrival_date_week_number
INN18617,,2018,5,29,5,3,110.0,,corporate,cancelled,,10,
INN18618,,2018,6,13,0,1,97.02,,online,cancelled,,18,
INN18619,,2018,6,1,2,0,104.0,,corporate,cancelled,,7,
INN18620,,2018,11,26,1,2,75.0,,offline,cancelled,,61,
INN18621,,2018,2,19,1,0,80.0,,corporate,cancelled,,1,
INN18622,,2017,10,9,2,0,108.0,,offline,cancelled,,80,
INN18623,,2018,11,1,3,0,110.0,,offline,cancelled,,166,
INN18624,,2018,10,18,4,0,85.5,,online,cancelled,,205,
INN18625,,2018,11,4,2,0,75.0,,offline,cancelled,,49,
INN18626,,2018,7,7,1,0,197.0,,online,cancelled,,1,
INN18627,,2018,10,28,2,1,109.8,,online,cancelled,,189,
INN18628,,2018,8,20,1,0,107.03,,online,cancelled,,1,
INN18629,,2018,3,12,1,2,67.5,,online,cancelled,,70,
INN18630,,2018,11,23,4,0,77.86,,online,cancelled,,31,
INN18631,,2018,11,8,1,0,75.0,,corporate,cancelled,,18,
INN18632,,2017,7,11,1,2,94.5,,offline,cancelled,,96,
INN18633,,2018,6,22,3,0,95.0,,aviation,cancelled,,1,
INN18634,,2018,10,29,3,2,77.35,,online,cancelled,,227,
INN18635,,2018,4,13,1,0,129.0,,corporate,cancelled,,18,
INN18636,,2018,10,4,5,1,123.33,,offline,cancelled,,349,
INN18637,,2018,2,19,2,1,85.0,,offline,cancelled,,8,
INN18638,,2018,5,31,3,0,82.61,,online,cancelled,,29,
INN18639,,2018,5,13,3,2,61.0,,offline,cancelled,,276,
INN18640,,2018,10,10,9,3,139.5,,online,cancelled,,52,
INN18641,,2018,10,20,3,0,97.2,,offline,cancelled,,155,
INN18642,,2018,5,21,2,2,120.28,,online,cancelled,,106,
INN18643,,2018,10,17,4,1,160.0,,online,cancelled,,4,
INN18644,,2017,9,25,2,2,185.0,,offline,cancelled,,56,
INN18645,,2018,7,28,3,1,134.3,,online,cancelled,,137,
INN18646,,2018,10,3,3,1,132.3,,online,cancelled,,155,
INN18647,,2018,7,14,2,0,127.8,,online,cancelled,,89,
INN18648,,2018,3,8,4,0,92.9,,online,cancelled,,30,
INN18649,,2018,11,27,3,2,115.6,,online,cancelled,,133,
INN18650,,2017,7,11,1,2,72.5,,offline,cancelled,,3,
INN18651,,2017,10,18,3,2,105.0,,online,cancelled,,41,
INN18652,,2018,6,14,3,0,120.0,,offline,cancelled,,71,
INN18653,,2018,10,29,1,2,104.4,,online,cancelled,,118,
INN18654,,2018,9,14,2,0,130.0,,offline,cancelled,,48,
INN18655,,2018,10,9,2,2,75.23,,online,cancelled,,208,
INN18656,,2018,7,7,1,0,79.0,,corporate,cancelled,,55,
INN18657,,2018,10,16,0,1,110.0,,offline,cancelled,,258,
INN18658,,2018,9,16,2,0,149.4,,online,cancelled,,80,
INN18659,,2018,11,24,1,0,95.0,,offline,cancelled,,2,
INN18660,,2018,11,27,2,2,89.89,,online,cancelled,,2,
INN18661,,2017,11,30,5,2,41.43,,offline,cancelled,,114,
INN18662,,2017,11,4,4,0,63.75,,offline,cancelled,,2,
INN18663,,2018,7,30,1,1,115.0,,offline,cancelled,,301,
INN18664,,2018,2,28,1,2,76.0,,offline,cancelled,,116,
INN18665,,2018,10,11,3,0,151.2,,online,cancelled,,128,
INN18666,,2018,10,1,1,1,95.4,,online,cancelled,,268,
INN18667,,2017,11,23,2,1,72.25,,online,cancelled,,89,
INN18668,,2018,7,1,5,2,127.62,,online,cancelled,,127,
INN18669,,2018,11,3,3,0,89.0,,offline,cancelled,,304,
INN18670,,2018,7,10,0,2,112.5,,online,cancelled,,189,
INN18671,,2017,8,14,2,0,101.5,,offline,cancelled,,39,
INN18672,,2018,7,20,4,0,131.03,,online,cancelled,,37,
INN18673,,2018,9,15,2,0,120.0,,offline,cancelled,,317,
INN18674,,2018,11,10,1,0,120.0,,online,cancelled,,10,
INN18675,,2018,9,25,0,1,129.7,,online,cancelled,,39,
INN18676,,2018,3,13,2,2,95.4,,online,cancelled,,33,
INN18677,,2018,8,18,2,0,90.0,,offline,cancelled,,320,
INN18678,,2018,5,23,2,1,95.0,,aviation,cancelled,,4,
INN18679,,2018,8,23,2,0,129.0,,online,cancelled,,15,
INN18680,,2018,4,29,2,1,177.0,,online,cancelled,,27,
INN18681,,2018,2,29,4,1,68.0,,corporate,cancelled,,4,
INN18682,,2018,4,23,2,2,141.5,,online,cancelled,,11,
INN18683,,2018,11,2,1,0,110.0,,online,cancelled,,28,
INN18684,,2018,9,12,1,1,114.73,,online,cancelled,,17,
INN18685,,2017,10,15,2,0,100.0,,offline,cancelled,,14,
INN18686,,2018,4,21,3,0,95.0,,offline,cancelled,,2,
INN18687,,2017,7,11,1,2,94.5,,offline,cancelled,,96,
INN18688,,2018,9,29,3,0,106.2,,online,cancelled,,287,
INN18689,,2018,12,12,0,1,88.0,,online,cancelled,,6,
INN18690,,2018,12,26,3,1,138.76,,online,cancelled,,136,
INN18691,,2018,6,14,3,0,65.0,,corporate,cancelled,,13,
INN18692,,2018,2,5,6,2,63.2,,online,cancelled,,16,
INN18693,,2018,11,18,2,0,86.4,,online,cancelled,,64,
INN18694,,2018,7,9,2,2,154.35,,online,cancelled,,51,
INN18695,,2018,2,24,3,0,92.1,,offline,cancelled,,81,
INN18696,,2018,4,20,3,0,104.72,,online,cancelled,,10,
INN18697,,2018,8,6,1,2,140.4,,online,cancelled,,73,
INN18698,,2018,6,12,6,4,132.24,,online,cancelled,,27,
INN18699,,2018,6,15,3,0,132.0,,online,cancelled,,3,
INN18700,,2018,9,25,0,2,99.0,,online,cancelled,,35,
INN18701,,2017,10,6,4,0,123.3,,offline,cancelled,,12,
INN18702,,2018,2,22,2,1,71.53,,online,cancelled,,41,
INN18703,,2017,10,11,0,1,126.0,,online,cancelled,,0,
INN18704,,2018,7,23,3,2,82.45,,offline,cancelled,,148,
INN18705,,2018,5,17,2,0,130.0,,corporate,cancelled,,64,
INN18706,,2018,12,8,3,0,0.0,,complementary,cancelled,,22,
INN18707,,2018,3,1,1,0,86.5,,corporate,cancelled,,36,
INN18708,,2017,10,16,2,0,101.5,,offline,cancelled,,102,
INN18709,,2018,4,29,4,2,69.56,,online,cancelled,,145,
INN18710,,2018,6,15,2,0,130.0,,offline,cancelled,,188,
INN18711,,2017,10,16,2,1,97.92,,offline,cancelled,,36,
INN18712,,2018,11,16,3,0,122.4,,online,cancelled,,116,
INN18713,,2018,4,25,2,1,85.5,,online,cancelled,,97,
INN18714,,2017,11,25,1,0,65.0,,corporate,cancelled,,12,
INN18715,,2018,3,24,3,0,85.5,,online,cancelled,,99,
INN18716,,2018,5,18,2,0,111.6,,online,cancelled,,57,
INN18717,,2017,8,28,4,2,105.67,,online,cancelled,,8,
INN18718,,2017,9,11,2,0,128.5,,online,cancelled,,10,
INN18719,,2018,12,3,2,2,70.72,,offline,cancelled,,26,
INN18720,,2018,9,14,4,0,129.6,,online,cancelled,,141,
INN18721,,2017,12,4,2,1,183.67,,online,cancelled,,29,
INN18722,,2018,1,2,1,2,101.0,,offline,cancelled,,150,
INN18723,,2018,4,9,1,1,70.0,,offline,cancelled,,159,
INN18724,,2018,7,6,4,2,110.0,,offline,cancelled,,245,
INN18725,,2017,10,6,3,0,80.0,,offline,cancelled,,19,
INN18726,,2018,4,14,2,0,119.0,,online,cancelled,,4,
INN18727,,2017,10,9,4,2,68.72,,online,cancelled,,56,
INN18728,,2018,7,10,2,2,72.25,,offline,cancelled,,108,
INN18729,,2018,11,14,4,1,96.9,,online,cancelled,,36,
INN18730,,2017,8,31,2,1,96.33,,online,cancelled,,0,
INN18731,,2017,10,18,3,2,115.8,,offline,cancelled,,5,
INN18732,,2018,6,12,4,2,120.0,,offline,cancelled,,69,
INN18733,,2018,2,5,2,0,129.0,,online,cancelled,,11,
INN18734,,2018,9,3,2,2,102.68,,offline,cancelled,,94,
INN18735,,2018,6,9,3,0,116.49,,online,cancelled,,14,
INN18736,,2017,10,8,3,1,86.0,,offline,cancelled,,210,
INN18737,,2018,7,1,2,0,117.9,,online,cancelled,,43,
INN18738,,2018,3,12,1,0,97.0,,online,cancelled,,11,
INN18739,,2018,3,4,2,0,88.4,,online,cancelled,,30,
INN18740,,2018,5,6,2,0,116.77,,online,cancelled,,185,
INN18741,,2017,8,14,2,0,101.5,,offline,cancelled,,39,
INN18742,,2018,4,28,3,2,128.69,,online,cancelled,,59,
INN18743,,2018,12,26,3,1,88.4,,online,cancelled,,57,
INN18744,,2017,12,4,2,1,77.92,,online,cancelled,,21,
INN18745,,2018,8,9,4,0,83.12,,online,cancelled,,155,
INN18746,,2018,6,10,1,0,200.0,,online,cancelled,,1,
INN18747,,2018,6,2,1,0,90.0,,offline,cancelled,,112,
INN18748,,2018,12,30,1,0,158.0,,online,cancelled,,18,
INN18749,,2018,9,27,1,0,115.0,,corporate,cancelled,,1,
INN18750,,2018,3,23,3,0,40.67,,offline,cancelled,,86,
INN18751,,2018,10,14,1,0,120.0,,offline,cancelled,,53,
INN18752,,2018,12,8,3,0,156.6,,online,cancelled,,70,
INN18753,,2018,4,2,3,2,92.65,,online,cancelled,,79,
INN18754,,2018,3,5,1,2,97.4,,online,cancelled,,35,
INN18755,,2018,10,24,1,1,65.0,,corporate,cancelled,,4,
INN18756,,2018,3,22,4,0,71.83,,offline,cancelled,,64,
INN18757,,2018,5,8,1,2,111.0,,online,cancelled,,13,
INN18758,,2017,10,7,3,0,72.76,,online,cancelled,,34,
INN18759,,2018,6,6,2,1,110.0,,offline,cancelled,,0,
INN18760,,2017,9,20,0,2,0.0,,complementary,cancelled,,0,
INN18761,,2017,9,10,2,0,152.0,,online,cancelled,,2,
INN18762,,2018,3,21,2,1,112.5,,online,cancelled,,35,
INN18763,,2018,4,20,2,0,72.8,,online,cancelled,,110,
INN18764,,2018,11,18,2,0,111.0,,online,cancelled,,3,
INN18765,,2018,9,4,0,1,138.0,,online,cancelled,,17,
INN18766,,2017,9,18,2,0,124.0,,online,cancelled,,27,
INN18767,,2018,12,12,4,1,64.67,,online,cancelled,,57,
INN18768,,2018,4,24,3,2,97.41,,online,cancelled,,92,
INN18769,,2018,1,28,4,2,77.88,,online,cancelled,,14,
INN18770,,2018,7,10,4,2,72.25,,offline,cancelled,,136,
INN18771,,2018,7,7,2,0,86.5,,online,cancelled,,187,
INN18772,,2018,7,6,4,2,110.0,,offline,cancelled,,245,
INN18773,,2017,9,30,3,0,100.0,,offline,cancelled,,85,
INN18774,,2018,10,6,3,1,118.8,,online,cancelled,,166,
INN18775,,2018,11,11,2,0,110.0,,online,cancelled,,33,
INN18776,,2018,12,9,3,2,90.78,,online,cancelled,,4,
INN18777,,2018,10,13,3,0,90.0,,offline,cancelled,,335,
INN18778,,2018,12,9,2,1,90.0,,online,cancelled,,137,
INN18779,,2017,10,30,2,2,65.0,,offline,cancelled,,99,
INN18780,,2018,1,14,1,0,66.0,,corporate,cancelled,,2,
INN18781,,2018,4,26,4,0,75.0,,offline,cancelled,,78,
INN18782,,2018,11,18,2,0,91.6,,online,cancelled,,23,
INN18783,,2018,12,8,3,0,113.87,,online,cancelled,,70,
INN18784,,2018,3,4,2,0,135.0,,online,cancelled,,15,
INN18785,,2017,8,23,1,2,0.0,,complementary,cancelled,,4,
INN18786,,2018,6,15,2,0,130.0,,offline,cancelled,,188,
INN18787,,2018,7,25,15,5,90.1,,online,cancelled,,150,
INN18788,,2017,10,25,2,2,89.25,,online,cancelled,,122,
INN18789,,2018,2,3,1,0,0.0,,complementary,cancelled,,0,
INN18790,,2017,8,21,3,2,96.4,,online,cancelled,,6,
INN18791,,2018,12,24,1,1,71.69,,online,cancelled,,1,
INN18792,,2017,11,4,4,0,101.0,,online,cancelled,,4,
INN18793,,2018,4,25,5,3,105.4,,online,cancelled,,86,
INN18794,,2018,11,10,3,0,94.0,,corporate,cancelled,,3,
INN18795,,2018,12,14,2,0,67.0,,corporate,cancelled,,7,
INN18796,,2018,4,23,1,2,85.0,,offline,cancelled,,44,
INN18797,,2018,9,25,3,2,94.0,,online,cancelled,,31,
INN18798,,2018,3,19,5,2,41.43,,offline,cancelled,,150,
INN18799,,2018,12,26,0,1,65.0,,corporate,cancelled,,6,
INN18800,,2018,5,13,2,1,184.99,,online,cancelled,,32,
INN18801,,2017,8,10,0,1,115.0,,online,cancelled,,0,
INN18802,,2018,11,11,1,0,88.0,,online,cancelled,,65,
INN18803,,2018,4,13,1,0,105.3,,online,cancelled,,65,
INN18804,,2018,6,19,2,2,177.0,,online,cancelled,,12,
INN18805,,2018,10,13,3,0,80.0,,offline,cancelled,,335,
INN18806,,2018,10,3,0,1,120.6,,online,cancelled,,33,
INN18807,,2018,6,15,2,0,109.0,,offline,cancelled,,70,
INN18808,,2018,8,28,2,2,111.83,,online,cancelled,,30,
INN18809,,2018,8,1,3,1,99.45,,online,cancelled,,159,
INN18810,,2018,11,4,2,1,112.0,,offline,cancelled,,51,
INN18811,,2017,12,19,1,0,77.25,,online,cancelled,,1,
INN18812,,2017,10,17,1,2,60.0,,offline,cancelled,,221,
INN18813,,2018,2,23,1,0,127.0,,online,cancelled,,13,
INN18814,,2018,9,30,2,2,87.32,,online,cancelled,,175,
INN18815,,2018,4,3,1,2,159.3,,online,cancelled,,73,
INN18816,,2018,2,27,3,2,76.0,,offline,cancelled,,115,
INN18817,,2018,4,6,1,0,75.0,,offline,cancelled,,105,
INN18818,,2018,3,22,5,0,77.35,,online,cancelled,,77,
INN18819,,2018,5,14,3,2,126.9,,online,cancelled,,52,
INN18820,,2018,8,15,2,1,104.99,,online,cancelled,,41,
INN18821,,2018,11,9,4,0,150.06,,online,cancelled,,29,
INN18822,,2018,9,28,4,0,126.36,,online,cancelled,,131,
INN18823,,2018,9,12,2,1,67.0,,corporate,cancelled,,3,
INN18824,,2018,4,18,4,1,133.8,,offline,cancelled,,26,
INN18825,,2018,5,9,10,5,110.0,,aviation,cancelled,,3,
INN18826,,2018,5,24,3,0,140.4,,online,cancelled,,114,
INN18827,,2017,10,6,3,0,90.0,,offline,cancelled,,19,
INN18828,,2017,8,31,4,1,92.0,,online,cancelled,,1,
INN18829,,2018,1,26,1,0,86.0,,online,cancelled,,1,
INN18830,,2018,10,11,1,0,108.0,,online,cancelled,,53,
INN18831,,2017,12,25,3,2,58.0,,offline,cancelled,,21,
INN18832,,2018,7,10,0,1,103.5,,online,cancelled,,113,
INN18833,,2018,9,15,2,0,120.0,,offline,cancelled,,317,
INN18834,,2017,8,10,5,1,80.0,,online,cancelled,,6,
INN18835,,2018,8,13,1,0,146.7,,online,cancelled,,168,
INN18836,,2017,11,12,3,0,72.25,,online,cancelled,,77,
INN18837,,2018,7,15,1,0,197.0,,online,cancelled,,9,
INN18838,,2018,9,26,2,1,75.0,,offline,cancelled,,418,
INN18839,,2018,10,16,0,1,110.0,,offline,cancelled,,258,
INN18840,,2018,9,26,3,1,95.0,,offline,cancelled,,250,
INN18841,,2018,10,30,2,2,85.05,,online,cancelled,,102,
INN18842,,2018,3,30,1,0,128.0,,online,cancelled,,8,
INN18843,,2018,12,23,2,2,77.86,,online,cancelled,,69,
INN18844,,2018,11,18,2,0,90.0,,online,cancelled,,101,
INN18845,,2018,12,30,2,1,126.0,,online,cancelled,,6,
INN18846,,2018,4,17,2,2,80.75,,offline,cancelled,,141,
INN18847,,2018,3,9,2,0,75.0,,corporate,cancelled,,17,
INN18848,,2018,6,26,1,2,121.03,,online,cancelled,,28,
INN18849,,2018,6,9,3,0,192.9,,online,cancelled,,44,
INN18850,,2018,1,8,1,0,67.5,,online,cancelled,,3,
INN18851,,2018,2,19,1,0,81.0,,corporate,cancelled,,99,
INN18852,,2018,6,20,3,1,99.9,,online,cancelled,,52,
INN18853,,2018,4,4,3,1,85.5,,offline,cancelled,,35,
INN18854,,2018,10,25,5,0,104.4,,online,cancelled,,84,
INN18855,,2017,12,22,5,0,0.0,,complementary,cancelled,,5,
INN18856,,2018,10,22,1,0,120.0,,online,cancelled,,0,
INN18857,,2017,12,30,3,0,70.0,,offline,cancelled,,160,
INN18858,,2017,8,12,1,0,65.0,,corporate,cancelled,,6,
INN18859,,2018,1,2,1,2,101.0,,offline,cancelled,,150,
INN18860,,2018,10,22,1,1,110.5,,offline,cancelled,,71,
INN18861,,2018,8,10,3,0,88.01,,online,cancelled,,129,
INN18862,,2018,12,24,3,2,128.52,,online,cancelled,,1,
INN18863,,2018,10,10,0,1,108.0,,online,cancelled,,131,
INN18864,,2018,6,7,3,0,130.0,,offline,cancelled,,213,
INN18865,,2018,11,23,2,0,67.0,,corporate,cancelled,,9,
INN18866,,2018,11,7,2,1,200.0,,online,cancelled,,15,
INN18867,,2017,9,30,1,0,65.0,,corporate,cancelled,,1,
INN18868,,2018,8,12,2,1,94.5,,online,cancelled,,213,
INN18869,,2018,5,12,3,1,80.75,,offline,cancelled,,196,
INN18870,,2018,4,6,1,0,92.0,,offline,cancelled,,1,
INN18871,,2018,5,14,4,2,109.65,,online,cancelled,,85,
INN18872,,2018,6,4,1,1,62.8,,offline,cancelled,,275,
INN18873,,2018,4,27,4,0,82.07,,online,cancelled,,95,
INN18874,,2018,5,7,5,2,109.65,,online,cancelled,,52,
INN18875,,2018,7,11,1,1,139.0,,online,cancelled,,17,
INN18876,,2018,8,31,2,0,127.8,,online,cancelled,,179,
INN18877,,2018,3,25,2,0,159.3,,online,cancelled,,34,
INN18878,,2018,11,22,1,0,79.2,,online,cancelled,,35,
INN18879,,2018,7,24,0,1,119.0,,online,cancelled,,2,
INN18880,,2018,4,26,3,0,96.0,,offline,cancelled,,13,
INN18881,,2018,7,14,2,0,121.5,,online,cancelled,,157,
INN18882,,2018,3,26,1,2,100.0,,offline,cancelled,,92,
INN18883,,2018,2,26,2,0,67.5,,online,cancelled,,51,
INN18884,,2018,4,21,3,0,122.16,,online,cancelled,,6,
INN18885,,2018,10,16,3,2,100.75,,online,cancelled,,256,
INN18886,,2018,8,7,4,2,80.75,,online,cancelled,,217,
INN18887,,2018,11,27,5,3,76.29,,online,cancelled,,7,
INN18888,,2017,8,7,2,0,81.0,,online,cancelled,,1,
INN18889,,2018,10,2,3,2,94.36,,online,cancelled,,23,
INN18890,,2018,3,4,2,0,116.0,,online,cancelled,,0,
INN18891,,2018,7,30,1,1,115.0,,offline,cancelled,,301,
INN18892,,2018,10,8,1,2,170.4,,online,cancelled,,34,
INN18893,,2018,9,15,2,0,128.0,,online,cancelled,,17,
INN18894,,2018,5,20,2,0,140.0,,offline,cancelled,,22,
INN18895,,2018,5,20,2,0,168.3,,online,cancelled,,112,
INN18896,,2018,9,26,0,1,195.0,,online,cancelled,,1,
INN18897,,2018,9,12,1,1,187.55,,online,cancelled,,8,
INN18898,,2018,7,5,4,0,118.58,,online,cancelled,,125,
INN18899,,2018,3,25,2,1,96.3,,online,cancelled,,90,
INN18900,,2018,10,20,2,0,96.3,,online,cancelled,,191,
INN18901,,2018,11,6,3,2,155.52,,online,cancelled,,62,
INN18902,,2018,6,21,3,0,100.0,,corporate,cancelled,,18,
INN18903,,2018,2,20,5,2,43.43,,offline,cancelled,,68,
INN18904,,2018,3,10,3,0,111.33,,online,cancelled,,27,
INN18905,,2018,11,19,1,1,78.3,,online,cancelled,,317,
INN18906,,2018,10,10,2,1,80.75,,offline,cancelled,,279,
INN18907,,2018,8,4,2,0,134.1,,online,cancelled,,84,
INN18908,,2018,10,11,2,0,120.0,,offline,cancelled,,181,
INN18909,,2018,3,2,2,0,56.0,,corporate,cancelled,,9,
INN18910,,2017,10,23,2,2,88.5,,offline,cancelled,,11,
INN18911,,2017,8,16,2,2,153.0,,online,cancelled,,8,
INN18912,,2018,9,1,4,2,121.35,,online,cancelled,,53,
INN18913,,2017,10,2,2,0,100.0,,offline,cancelled,,164,
INN18914,,2018,1,8,2,0,68.5,,online,cancelled,,1,
INN18915,,2017,8,7,1,0,81.0,,online,cancelled,,0,
INN18916,,2018,11,20,5,2,74.8,,online,cancelled,,50,
INN18917,,2018,10,6,3,1,85.0,,offline,cancelled,,85,
INN18918,,2018,12,2,2,0,117.5,,online,cancelled,,15,
INN18919,,2017,10,4,0,1,72.0,,offline,cancelled,,12,
INN18920,,2017,10,8,1,0,145.0,,online,cancelled,,10,
INN18921,,2018,8,18,3,0,156.0,,online,cancelled,,121,
INN18922,,2018,7,12,6,2,106.75,,online,cancelled,,149,
INN18923,,2017,9,19,2,2,126.0,,online,cancelled,,7,
INN18924,,2018,12,21,1,0,67.76,,online,cancelled,,26,
INN18925,,2018,9,13,2,0,115.0,,offline,cancelled,,346,
INN18926,,2018,4,6,1,0,75.0,,offline,cancelled,,105,
INN18927,,2017,9,22,2,0,145.0,,online,cancelled,,1,
INN18928,,2018,8,26,2,1,90.9,,online,cancelled,,148,
INN18929,,2018,5,17,2,0,130.0,,corporate,cancelled,,64,
INN18930,,2018,8,4,1,0,152.1,,online,cancelled,,45,
INN18931,,2018,9,22,1,0,166.25,,corporate,cancelled,,3,
INN18932,,2018,5,21,1,2,114.9,,online,cancelled,,31,
INN18933,,2018,9,5,3,1,102.08,,offline,cancelled,,203,
INN18934,,2017,10,2,1,0,82.39,,online,cancelled,,18,
INN18935,,2018,1,14,2,0,67.5,,online,cancelled,,9,
INN18936,,2018,9,23,2,0,163.8,,online,cancelled,,141,
INN18937,,2018,9,28,4,0,140.0,,offline,cancelled,,100,
INN18938,,2017,7,8,4,1,76.5,,online,cancelled,,97,
INN18939,,2018,10,10,1,1,95.0,,offline,cancelled,,25,
INN18940,,2018,4,12,1,0,99.9,,online,cancelled,,47,
INN18941,,2018,9,11,0,2,118.0,,online,cancelled,,14,
INN18942,,2018,9,19,3,1,149.4,,online,cancelled,,73,
INN18943,,2018,3,28,2,1,59.5,,offline,cancelled,,70,
INN18944,,2018,6,7,3,0,130.0,,offline,cancelled,,213,
INN18945,,2018,10,14,2,0,115.0,,offline,cancelled,,377,
INN18946,,2018,10,21,2,2,106.25,,online,cancelled,,0,
INN18947,,2018,10,6,2,0,94.25,,online,cancelled,,194,
INN18948,,2017,12,9,1,0,0.0,,complementary,cancelled,,2,
INN18949,,2018,1,18,3,1,86.25,,online,cancelled,,16,
INN18950,,2018,12,23,2,2,102.4,,online,cancelled,,20,
INN18951,,2018,8,20,1,2,127.1,,online,cancelled,,107,
INN18952,,2018,11,3,3,0,68.47,,online,cancelled,,71,
INN18953,,2018,5,30,5,1,187.85,,online,cancelled,,122,
INN18954,,2018,3,31,3,0,104.4,,online,cancelled,,54,
INN18955,,2018,12,7,1,0,90.0,,online,cancelled,,112,
INN18956,,2018,10,23,0,2,115.0,,offline,cancelled,,386,
INN18957,,2018,2,1,0,1,41.0,,corporate,cancelled,,4,
INN18958,,2018,6,8,1,0,120.0,,offline,cancelled,,56,
INN18959,,2018,8,20,2,2,120.12,,online,cancelled,,11,
INN18960,,2017,10,30,2,2,67.5,,offline,cancelled,,32,
INN18961,,2017,8,7,1,0,75.0,,online,cancelled,,13,
INN18962,,2018,6,20,1,1,126.9,,online,cancelled,,82,
INN18963,,2018,10,6,3,2,91.48,,online,cancelled,,151,
INN18964,,2018,5,21,1,1,158.0,,online,cancelled,,18,
INN18965,,2018,10,21,2,0,140.0,,online,cancelled,,11,
INN18966,,2018,11,16,0,0,0.0,,online,cancelled,,78,
INN18967,,2018,10,5,2,0,122.4,,online,cancelled,,185,
INN18968,,2018,5,13,2,1,101.0,,offline,cancelled,,309,
INN18969,,2017,9,18,2,0,101.5,,offline,cancelled,,74,
INN18970,,2018,7,11,1,1,135.9,,online,cancelled,,36,
INN18971,,2018,3,20,0,2,65.0,,corporate,cancelled,,3,
INN18972,,2018,5,31,3,0,100.0,,corporate,cancelled,,113,
INN18973,,2017,12,30,4,1,67.0,,offline,cancelled,,148,
INN18974,,2017,9,25,2,2,185.0,,offline,cancelled,,56,
INN18975,,2018,11,14,0,1,121.0,,online,cancelled,,1,
INN18976,,2018,6,2,3,0,126.9,,online,cancelled,,129,
INN18977,,2018,5,10,3,0,141.0,,online,cancelled,,27,
INN18978,,2018,9,29,3,1,100.3,,online,cancelled,,254,
INN18979,,2018,6,28,1,0,85.6,,offline,cancelled,,41,
INN18980,,2018,10,29,3,2,122.94,,online,cancelled,,117,
INN18981,,2017,9,4,1,0,108.0,,offline,cancelled,,219,
INN18982,,2018,12,3,5,2,97.75,,online,cancelled,,21,
INN18983,,2018,4,6,1,0,75.0,,offline,cancelled,,105,
INN18984,,2018,5,20,2,0,100.0,,offline,cancelled,,211,
INN18985,,2018,3,11,2,1,97.0,,online,cancelled,,10,
INN18986,,2018,6,11,1,1,126.9,,online,cancelled,,103,
INN18987,,2018,7,27,2,0,112.5,,online,cancelled,,179,
INN18988,,2018,11,24,3,0,64.56,,online,cancelled,,186,
INN18989,,2018,1,9,1,0,77.0,,online,cancelled,,4,
INN18990,,2018,8,12,1,0,73.0,,offline,cancelled,,221,
INN18991,,2017,10,18,1,2,84.0,,offline,cancelled,,20,
INN18992,,2018,5,31,3,0,100.0,,corporate,cancelled,,113,
INN18993,,2018,2,24,4,0,66.0,,offline,cancelled,,29,
INN18994,,2018,5,28,2,2,133.1,,online,cancelled,,5,
INN18995,,2017,8,26,2,0,65.0,,corporate,cancelled,,5,
INN18996,,2018,2,19,2,0,88.0,,online,cancelled,,18,
INN18997,,2018,10,25,3,0,85.0,,offline,cancelled,,41,
INN18998,,2018,4,10,0,2,118.8,,online,cancelled,,68,
INN18999,,2018,9,1,3,0,141.9,,online,cancelled,,66,
INN19000,,2018,6,13,1,1,101.0,,online,cancelled,,14,
INN19001,,2018,8,28,2,2,80.75,,offline,cancelled,,157,
INN19002,,2018,6,24,2,0,95.0,,offline,cancelled,,192,
INN19003,,2018,7,18,4,1,115.6,,online,cancelled,,138,
INN19004,,2017,10,23,2,2,88.5,,offline,cancelled,,11,
INN19005,,2018,3,31,3,0,67.22,,online,cancelled,,72,
INN19006,,2018,8,12,4,2,96.62,,online,cancelled,,201,
INN19007,,2018,4,25,3,1,90.95,,online,cancelled,,99,
INN19008,,2018,8,15,5,1,90.67,,online,cancelled,,172,
INN19009,,2018,11,5,1,0,150.0,,online,cancelled,,11,
INN19010,,2018,11,2,4,0,75.0,,offline,cancelled,,49,
INN19011,,2018,4,17,0,2,110.0,,offline,cancelled,,275,
INN19012,,2018,4,1,2,0,156.0,,online,cancelled,,3,
INN19013,,2018,6,12,1,2,90.95,,offline,cancelled,,61,
INN19014,,2018,2,29,1,1,68.0,,corporate,cancelled,,7,
INN19015,,2018,3,5,1,2,67.5,,online,cancelled,,48,
INN19016,,2018,7,3,3,2,108.9,,online,cancelled,,85,
INN19017,,2018,4,22,2,1,80.0,,offline,cancelled,,186,
INN19018,,2018,8,3,4,2,72.25,,offline,cancelled,,198,
INN19019,,2018,4,28,1,0,119.0,,online,cancelled,,3,
INN19020,,2018,5,30,2,1,109.35,,online,cancelled,,55,
INN19021,,2018,10,30,0,2,80.1,,online,cancelled,,150,
INN19022,,2018,3,16,3,0,63.06,,online,cancelled,,35,
INN19023,,2018,9,5,2,1,91.2,,online,cancelled,,64,
INN19024,,2018,10,1,1,2,106.2,,online,cancelled,,275,
INN19025,,2018,8,18,2,0,115.0,,offline,cancelled,,320,
INN19026,,2017,9,18,2,0,101.5,,offline,cancelled,,74,
INN19027,,2017,9,21,1,1,65.0,,offline,cancelled,,60,
INN19028,,2017,12,29,4,0,132.0,,online,cancelled,,22,
INN19029,,2017,10,5,2,1,94.5,,online,cancelled,,40,
INN19030,,2018,8,1,5,2,99.45,,online,cancelled,,196,
INN19031,,2018,3,4,2,1,40.67,,offline,cancelled,,39,
