hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
Resort Hotel,1,48,2015,July,29,16,0,1,Direct,PRT,112.0,Jenkins_Leslie87@verizon.com
Resort Hotel,1,54,2015,July,31,29,2,5,Online TA,PRT,141.65,Mark_Austin@aol.com
Resort Hotel,1,13,2015,August,32,4,1,5,Online TA,PRT,211.0,Irwin.Larry@gmail.com
Resort Hotel,1,81,2015,August,34,18,0,5,Direct,PRT,179.0,Lindsey_Brown@att.com
Resort Hotel,0,76,2015,August,34,21,2,3,Online TA,FRA,134.0,MichaelFreeman@yandex.com
Resort Hotel,0,6,2015,August,35,23,2,2,Direct,ESP,201.0,Edwards.Debra@verizon.com
Resort Hotel,0,5,2015,September,36,1,0,2,Direct,PRT,113.0,MichaelGlenn@outlook.com
Resort Hotel,1,61,2015,September,39,21,1,5,Online TA,PRT,89.0,Mr._Kelley88@comcast.net
Resort Hotel,0,0,2015,September,39,25,0,1,Direct,ESP,89.0,Shannon.P@zoho.com
Resort Hotel,1,148,2015,October,43,24,0,1,Groups,PRT,39.0,Hoffman.Eric@xfinity.com
Resort Hotel,1,148,2015,October,43,24,0,1,Groups,PRT,39.0,Bryan.Anthony83@yandex.com
Resort Hotel,0,32,2015,November,46,11,0,3,Corporate,DEU,36.0,Joyce_Kelly@aol.com
Resort Hotel,0,44,2015,November,47,21,0,1,Online TA,PRT,73.5,Parsons_Evan@yahoo.com
Resort Hotel,1,93,2015,December,51,19,0,1,Groups,PRT,80.0,Kelsey_T30@yandex.com
Resort Hotel,0,86,2015,December,53,31,0,2,Direct,PRT,73.35,Strickland.Phillip@yandex.com
Resort Hotel,1,157,2016,January,5,29,2,5,Online TA,PRT,88.2,Anthony_Reyes@xfinity.com
Resort Hotel,1,54,2016,April,17,17,2,3,Offline TA/TO,PRT,42.3,Travis.Quinn@zoho.com
Resort Hotel,0,255,2016,April,18,30,4,8,Offline TA/TO,GBR,42.3,JaclynMiller@yahoo.com
Resort Hotel,1,128,2016,May,20,14,2,5,Offline TA/TO,PRT,46.18,Humphrey_Brittney@zoho.com
Resort Hotel,1,40,2016,May,21,18,0,2,Groups,PRT,55.0,CarrieMD11@gmail.com
Resort Hotel,1,225,2016,May,22,28,1,1,Groups,PRT,85.0,AJohnson@hotmail.com
Resort Hotel,1,144,2016,June,24,7,2,5,Offline TA/TO,PRT,85.5,ChadJones80@zoho.com
Resort Hotel,1,234,2016,June,26,25,2,3,Online TA,PRT,145.0,TLee@mail.com
Resort Hotel,1,266,2016,June,27,28,2,8,Online TA,PRT,151.8,JKelly32@hotmail.com
Resort Hotel,1,305,2016,July,29,15,2,5,Online TA,PRT,145.71,Lisa_M95@comcast.net
Resort Hotel,1,162,2016,July,31,30,2,5,Offline TA/TO,PRT,150.0,PatriciaMartinez45@outlook.com
Resort Hotel,1,0,2016,August,35,25,0,2,Direct,PRT,214.6,JGreene@xfinity.com
Resort Hotel,1,244,2016,September,39,18,2,1,Online TA,PRT,140.0,Paul_Morgan@att.com
Resort Hotel,1,385,2016,September,39,21,0,4,Groups,PRT,66.0,BTrujillo@yahoo.com
Resort Hotel,1,181,2016,October,41,3,1,5,Online TA,PRT,79.0,Michael.Erin@protonmail.com
Resort Hotel,0,364,2016,October,42,12,1,4,Groups,GBR,66.0,JBoyer@outlook.com
Resort Hotel,1,292,2016,November,45,3,0,1,Groups,PRT,38.0,Reed_Erica24@outlook.com
Resort Hotel,1,1,2016,November,47,14,1,1,Online TA,PRT,60.0,CBaker@yahoo.com
Resort Hotel,0,158,2016,August,32,5,0,2,Online TA,Unknown,212.0,TFrazier@yahoo.com
Resort Hotel,0,2,2016,December,49,2,0,1,Offline TA/TO,PRT,34.0,AMaddox@comcast.net
Resort Hotel,1,259,2015,September,38,17,0,3,Groups,GBR,40.05,Greer_Jessica28@yahoo.com
Resort Hotel,1,166,2015,July,29,15,0,2,Groups,PRT,121.5,RFleming@yandex.com
Resort Hotel,1,152,2015,July,29,18,2,6,Offline TA/TO,PRT,126.1,BRoberts@aol.com
Resort Hotel,0,42,2015,July,30,20,2,5,Offline TA/TO,PRT,122.34,Moody_Steven61@outlook.com
Resort Hotel,0,157,2015,August,32,2,2,5,Offline TA/TO,PRT,119.7,Nichole.Leon@verizon.com
Resort Hotel,0,49,2015,August,33,10,1,3,Online TA,ESP,173.0,Ryan_Mcguire@yandex.com
Resort Hotel,0,79,2015,August,33,14,4,9,Direct,PRT,241.0,ChloeNunez@verizon.com
Resort Hotel,0,77,2015,August,33,15,4,10,Direct,PRT,180.0,MNorris34@zoho.com
Resort Hotel,1,247,2015,October,41,9,1,2,Groups,ESP,81.0,Kimberly.Murphy@protonmail.com
Resort Hotel,0,33,2015,August,35,29,2,4,Online TA,PRT,131.5,Dawn_Spencer76@hotmail.com
Resort Hotel,0,185,2015,August,35,29,2,5,Offline TA/TO,FRA,82.35,Amanda.Matthews21@gmail.com
Resort Hotel,0,242,2015,September,36,1,2,7,Offline TA/TO,PRT,58.95,Dunlap.Regina40@verizon.com
Resort Hotel,0,70,2015,September,39,23,2,5,Online TA,ITA,82.57,AndrewSingh@outlook.com
Resort Hotel,0,1,2016,July,29,16,1,1,Direct,PRT,142.0,CGonzalez@zoho.com
Resort Hotel,0,0,2015,October,44,26,1,0,Online TA,PRT,39.0,Kelly_S@gmail.com
Resort Hotel,0,154,2015,October,44,30,0,2,Groups,PRT,36.0,Dennis.G@zoho.com
Resort Hotel,0,37,2015,November,46,8,2,5,Corporate,BEL,36.0,Holly.G@att.com
Resort Hotel,0,0,2016,January,4,19,0,1,Direct,GBR,39.0,Thomas.M@comcast.net
Resort Hotel,0,0,2015,November,48,23,1,0,Online TA,ESP,36.96,Emily_Watts@att.com
Resort Hotel,0,5,2015,November,48,22,2,3,Offline TA/TO,GBR,41.3,Cynthia_B@hotmail.com
Resort Hotel,0,11,2015,November,48,23,1,4,Offline TA/TO,ESP,55.0,Johnson.Marissa@outlook.com
Resort Hotel,0,17,2015,December,49,4,2,2,Offline TA/TO,ESP,30.5,Christopher_Russell55@protonmail.com
Resort Hotel,1,92,2016,February,9,26,1,2,Groups,PRT,79.0,TimothyWilson81@outlook.com
Resort Hotel,1,12,2015,December,52,26,0,1,Offline TA/TO,PRT,88.0,Eddie.Anderson71@hotmail.com
Resort Hotel,0,19,2015,December,51,16,2,4,Offline TA/TO,GBR,56.0,Susan_Greene@gmail.com
Resort Hotel,0,13,2015,December,53,30,0,3,Direct,PRT,198.33,Kendra.M@zoho.com
Resort Hotel,0,39,2016,January,1,2,2,4,Online TA,CMR,50.83,Andrea_C@protonmail.com
Resort Hotel,0,19,2016,January,2,3,2,5,Online TA,ESP,82.5,Linda_M@verizon.com
Resort Hotel,0,2,2016,April,16,13,0,1,Corporate,PRT,59.4,Smith_Joshua@protonmail.com
Resort Hotel,0,12,2016,February,6,6,0,1,Online TA,ESP,68.0,Samuel_Hughes73@comcast.net
Resort Hotel,0,2,2016,February,7,12,0,2,Direct,PRT,95.0,Colleen.S@aol.com
Resort Hotel,0,10,2016,February,9,25,0,3,Online TA,PRT,48.0,Jackson.Michael@zoho.com
Resort Hotel,0,3,2016,February,9,27,1,1,Groups,ESP,44.0,JamieFigueroa@comcast.net
Resort Hotel,0,17,2016,February,9,26,1,2,Online TA,PRT,60.0,Sellers_Rodney@yandex.com
Resort Hotel,0,7,2016,February,9,26,1,2,Online TA,ESP,68.0,Stephanie_H@aol.com
Resort Hotel,0,7,2016,February,10,29,1,2,Online TA,NLD,66.0,Gill_Samantha@yandex.com
Resort Hotel,0,1,2016,March,11,8,0,1,Direct,PRT,40.0,Brittney.Edwards@att.com
Resort Hotel,0,3,2016,March,11,8,0,2,Corporate,PRT,30.0,Kristin.Carter@xfinity.com
Resort Hotel,0,25,2016,March,11,9,0,2,Direct,PRT,45.0,Fletcher.Marvin@zoho.com
Resort Hotel,0,0,2016,March,13,24,0,1,Direct,PRT,111.0,Elijah_Flores@att.com
Resort Hotel,0,4,2016,March,13,20,2,4,Groups,ESP,105.0,LReynolds@yandex.com
Resort Hotel,0,21,2016,April,16,11,0,0,Offline TA/TO,PRT,0.0,Horton_Justin44@yandex.com
Resort Hotel,0,12,2016,April,18,27,0,3,Groups,PRT,85.33,CherylJames86@gmail.com
Resort Hotel,0,97,2016,May,19,1,2,5,Online TA,GBR,76.89,Carl_G@xfinity.com
Resort Hotel,0,9,2016,May,21,15,1,0,Groups,GBR,76.0,Karen_Tran@verizon.com
Resort Hotel,0,2,2016,May,21,21,0,1,Online TA,ESP,89.0,Sherry_P@verizon.com
Resort Hotel,0,122,2016,May,21,17,2,5,Offline TA/TO,DEU,83.13,WKing58@gmail.com
Resort Hotel,0,132,2016,May,21,18,2,5,Online TA,DEU,71.7,Cruz_Kristopher@protonmail.com
Resort Hotel,0,150,2016,June,23,4,2,5,Online TA,IRL,73.71,Harrison.Andrea94@gmail.com
Resort Hotel,0,5,2016,June,26,19,2,0,Corporate,PRT,75.0,Anthony_H@outlook.com
Resort Hotel,0,162,2016,June,25,15,2,5,Direct,GBR,183.86,Robert.D@verizon.com
Resort Hotel,0,12,2016,June,26,25,0,1,Online TA,ESP,129.0,Dixon_Stacey@mail.com
Resort Hotel,0,160,2016,June,27,26,4,10,Offline TA/TO,GBR,70.0,Manuel_Jones@aol.com
Resort Hotel,0,166,2016,July,27,2,4,6,Offline TA/TO,GBR,81.9,Mrs.Reyes52@protonmail.com
Resort Hotel,0,177,2016,July,28,6,2,5,Direct,GBR,104.6,JonathanBrown78@yandex.com
Resort Hotel,0,173,2016,July,29,11,3,5,Offline TA/TO,IRL,116.5,Walsh.Cynthia69@zoho.com
Resort Hotel,0,0,2016,July,30,19,0,1,Online TA,ESP,95.2,Cynthia_H@xfinity.com
Resort Hotel,0,68,2016,July,30,18,1,3,Direct,PRT,232.0,Shaffer_Victor@outlook.com
Resort Hotel,0,162,2016,July,29,14,4,8,Offline TA/TO,NOR,135.5,Mandy_Reilly@mail.com
Resort Hotel,0,177,2016,July,30,20,2,5,Offline TA/TO,GBR,119.85,Kristi_H@yandex.com
Resort Hotel,0,66,2016,July,30,23,2,5,Direct,PRT,222.0,Jacob_M28@zoho.com
Resort Hotel,0,57,2016,August,33,12,1,2,Direct,PRT,215.1,Aaron.Bailey@aol.com
Resort Hotel,0,99,2016,August,32,6,4,10,Online TA,RUS,190.34,Bradley.R@att.com
Resort Hotel,0,25,2016,August,35,24,0,2,Online TA,USA,311.0,Black.Michael@protonmail.com
Resort Hotel,0,116,2016,August,34,20,3,6,Direct,ESP,238.1,Aaron_Hayden@yahoo.com
Resort Hotel,0,89,2016,August,36,29,1,3,Online TA,CN,183.5,Dr.Andrews@gmail.com
Resort Hotel,0,139,2016,September,37,9,1,2,Online TA,ESP,151.0,TMurray25@xfinity.com
Resort Hotel,0,245,2016,September,38,12,1,0,Offline TA/TO,CHE,86.0,BrittanyCarson85@zoho.com
Resort Hotel,0,302,2016,September,37,9,2,5,Offline TA/TO,IRL,83.0,Kendra_B26@comcast.net
Resort Hotel,0,78,2016,September,39,18,2,1,Online TA,GBR,102.67,John.J@verizon.com
Resort Hotel,0,266,2016,September,40,29,2,5,Offline TA/TO,GBR,48.75,KellyHansen@comcast.net
Resort Hotel,0,29,2016,October,42,11,0,1,Online TA,ESP,58.0,Smith_Michele@outlook.com
Resort Hotel,0,364,2016,October,42,12,2,5,Groups,GBR,66.0,Brian.H@yandex.com
Resort Hotel,0,14,2016,October,43,19,0,2,Corporate,PRT,51.9,Evelyn_Andrews@zoho.com
Resort Hotel,0,1,2016,October,44,29,2,5,Online TA,DEU,42.86,Ramirez.Lori@zoho.com
Resort Hotel,0,10,2016,October,44,28,0,2,Direct,PRT,44.0,AnnaChavez@mail.com
Resort Hotel,0,50,2016,October,44,29,2,1,Online TA,PRT,69.67,Greer.Kristen@outlook.com
Resort Hotel,0,77,2016,October,44,28,2,3,Online TA,AUT,69.12,RJohnston@gmail.com
Resort Hotel,0,18,2016,November,45,1,0,1,Online TA,ESP,80.0,Erika.M@zoho.com
Resort Hotel,0,29,2016,November,45,4,0,2,Online TA,FRA,55.8,APerry19@outlook.com
Resort Hotel,0,84,2016,October,45,31,2,5,Online TA,FIN,62.9,CRodriguez@protonmail.com
Resort Hotel,0,66,2016,November,46,6,2,2,Online TA,FRA,37.8,Bean_Maureen@xfinity.com
Resort Hotel,0,6,2016,November,48,23,0,2,Corporate,PRT,27.0,Andrew_Price@comcast.net
Resort Hotel,0,0,2016,November,48,24,0,1,Direct,PRT,43.0,JWeaver@yahoo.com
Resort Hotel,0,133,2016,November,48,20,2,5,Online TA,GBR,36.64,Caitlin_V@aol.com
City Hotel,1,94,2015,July,29,14,2,7,Online TA,PRT,55.96,Hoffman.Cheryl@hotmail.com
City Hotel,0,18,2015,July,29,18,1,1,Groups,PRT,75.0,Friedman.April55@yahoo.com
City Hotel,0,28,2015,August,32,3,1,3,Groups,ESP,84.0,James.Bradley@xfinity.com
City Hotel,0,1,2015,August,32,4,1,5,Online TA,NOR,80.0,Villanueva.Lisa@gmail.com
City Hotel,0,0,2015,August,33,10,1,3,Online TA,FRA,115.0,Melissa_Rodriguez80@yandex.com
City Hotel,0,0,2015,August,33,11,0,2,Complementary,PRT,0.0,Jonathan_C@aol.com
City Hotel,1,0,2015,August,33,14,0,2,Offline TA/TO,PRT,109.0,Denise_C@yahoo.com
City Hotel,0,0,2015,August,34,20,0,1,Direct,PRT,124.0,DSmith20@mail.com
City Hotel,1,138,2015,August,34,22,2,1,Offline TA/TO,ITA,94.5,Black_Thomas@xfinity.com
City Hotel,0,1,2015,September,36,3,0,2,Direct,AGO,123.5,Young.Christopher@hotmail.com
City Hotel,0,55,2015,September,37,6,2,0,Groups,ESP,75.0,Matthew.Gray@yahoo.com
City Hotel,0,0,2015,September,37,8,0,1,Direct,AGO,115.0,JRomero82@att.com
City Hotel,0,168,2015,September,37,11,0,2,Groups,PRT,60.0,Johnson_Marc@yahoo.com
City Hotel,0,168,2015,September,37,11,0,2,Groups,PRT,50.0,Christian.W@hotmail.com
City Hotel,0,13,2015,September,38,13,2,3,Offline TA/TO,FRA,113.0,Anthony.Melton90@hotmail.com
City Hotel,0,56,2015,September,38,17,0,2,Offline TA/TO,FRA,82.0,Nelson_Whitney65@gmail.com
City Hotel,0,162,2015,September,38,17,0,3,Offline TA/TO,CHN,70.0,Thomas.Clark77@gmail.com
City Hotel,1,22,2015,September,38,18,0,2,Online TA,PRT,124.0,Joel_Ibarra@xfinity.com
City Hotel,0,41,2015,September,38,18,2,3,Online TA,USA,74.4,Hannah_M@gmail.com
City Hotel,0,69,2015,September,39,22,0,2,Offline TA/TO,ITA,106.0,Steven_Pierce@outlook.com
City Hotel,0,69,2015,September,39,22,0,2,Offline TA/TO,ITA,106.0,PatriciaJames50@mail.com
City Hotel,0,29,2015,September,39,24,2,5,Direct,PRT,170.0,ChristineValdez28@mail.com
City Hotel,1,89,2015,September,40,27,1,0,Groups,PRT,170.0,Diaz.Adam48@comcast.net
City Hotel,0,68,2015,September,40,29,0,2,Offline TA/TO,FRA,65.0,Brooks_Carmen@outlook.com
City Hotel,0,83,2015,September,40,30,0,1,Offline TA/TO,PRT,112.2,MSmall@aol.com
City Hotel,1,92,2015,September,40,30,0,1,Groups,PRT,170.0,Morgan.Lewis@yandex.com
City Hotel,0,164,2015,October,40,2,0,2,Offline TA/TO,PRT,100.0,Marquez_Gregory29@outlook.com
City Hotel,1,210,2015,October,41,8,1,3,Offline TA/TO,PRT,0.0,Kelley_Grace@verizon.com
City Hotel,0,57,2015,October,41,10,2,1,Online TA,CHE,84.69,TerrySims@mail.com
City Hotel,1,102,2015,October,42,16,0,2,Offline TA/TO,PRT,101.5,Mark.Quinn@yandex.com
City Hotel,1,204,2015,October,43,18,2,2,Online TA,PRT,137.0,Moreno_Gregory@xfinity.com
City Hotel,1,50,2015,October,43,24,0,1,Groups,PRT,146.0,Robbins.Angela@hotmail.com
City Hotel,0,69,2015,October,44,25,2,1,Groups,PRT,85.67,Patrick_Howard@outlook.com
City Hotel,1,99,2015,October,44,30,2,2,Offline TA/TO,PRT,65.0,Natasha_C@xfinity.com
City Hotel,0,100,2015,October,44,31,1,1,Groups,ESP,62.0,JDyer96@gmail.com
City Hotel,0,100,2015,October,44,31,1,1,Groups,ESP,62.0,Erica.C@hotmail.com
City Hotel,0,84,2015,November,48,27,1,2,Groups,PRT,56.0,KHernandez@gmail.com
City Hotel,0,3,2015,December,53,27,2,1,Online TA,ESP,81.3,DDS.Samantha@verizon.com
City Hotel,0,18,2016,January,1,1,1,2,Online TA,ESP,119.58,Gill_Andrew@yandex.com
City Hotel,0,4,2016,January,2,8,0,2,Online TA,FRA,87.0,Tiffany_Bridges@zoho.com
City Hotel,1,151,2016,January,4,19,0,3,Offline TA/TO,PRT,80.0,Christopher_White@xfinity.com
City Hotel,0,48,2016,January,4,19,2,5,Direct,PRT,63.75,Bray_Mark77@verizon.com
City Hotel,0,41,2016,January,5,25,1,2,Direct,CHE,78.5,Brett.S@att.com
City Hotel,0,49,2016,February,6,6,2,2,Online TA,NLD,84.45,Erica.Harris48@xfinity.com
City Hotel,0,54,2016,February,7,8,1,4,Online TA,DEU,75.95,PhilipCortez70@outlook.com
City Hotel,1,3,2016,February,8,15,1,0,Corporate,PRT,65.0,Anderson_Laura@mail.com
City Hotel,1,44,2016,February,8,17,0,3,Offline TA/TO,PRT,75.0,MD_Sarah87@yahoo.com
City Hotel,1,77,2016,February,9,24,0,2,Groups,PRT,64.0,Nicholas_Liu@zoho.com
City Hotel,1,53,2016,February,9,24,0,3,Online TA,ESP,67.5,EmilyJames@verizon.com
City Hotel,0,93,2016,March,11,7,1,3,Online TA,CHE,54.24,Ford.Tonya@att.com
City Hotel,0,64,2016,March,11,10,0,3,Online TA,AUT,89.3,Wright.Phillip@gmail.com
City Hotel,1,36,2016,March,11,11,1,2,Online TA,ESP,114.3,Hurley.Zachary@verizon.com
City Hotel,1,48,2016,March,12,17,0,1,Online TA,FRA,76.5,Michael_P@zoho.com
City Hotel,1,393,2016,March,12,19,2,1,Groups,PRT,70.53,Sexton.Joseph@outlook.com
City Hotel,1,0,2016,April,16,10,2,1,Direct,PRT,134.0,Kristen_B@hotmail.com
City Hotel,1,4,2016,April,16,10,2,2,Online TA,GBR,135.0,Elizabeth.Morrow25@gmail.com
City Hotel,1,50,2016,April,16,11,1,3,Online TA,BRA,99.45,Jeffrey.Jones@comcast.net
City Hotel,1,54,2016,April,17,18,1,0,Online TA,ISR,85.5,Cindy_J@verizon.com
City Hotel,1,33,2016,April,17,18,1,4,Online TA,ARE,90.54,Moore_Robert12@comcast.net
City Hotel,1,101,2016,April,18,26,0,1,Groups,PRT,98.0,JoseDavis@protonmail.com
City Hotel,0,126,2016,May,20,8,2,0,Direct,FRA,123.9,Kimberly_Brewer55@protonmail.com
City Hotel,1,273,2016,May,20,13,1,2,Offline TA/TO,PRT,95.0,Frye.Dakota@xfinity.com
City Hotel,1,77,2016,May,21,15,2,2,Online TA,BRA,150.45,JulieLee@xfinity.com
City Hotel,1,28,2016,May,22,22,2,2,Online TA,MDV,103.55,Brittany.Clark69@verizon.com
City Hotel,1,158,2016,May,22,24,0,2,Groups,PRT,130.0,BenjaminBuchanan@protonmail.com
City Hotel,1,205,2016,May,23,29,2,1,Offline TA/TO,PRT,90.0,Soto_Jessica@zoho.com
City Hotel,1,118,2016,June,23,2,0,3,Online TA,BEL,116.1,Smith.Susan12@protonmail.com
City Hotel,1,177,2016,June,23,3,0,2,Offline TA/TO,PRT,100.0,Eric_Todd41@comcast.net
City Hotel,1,141,2016,June,23,3,1,2,Offline TA/TO,PRT,75.0,AliciaFreeman@yandex.com
City Hotel,1,344,2016,June,25,16,0,2,Groups,PRT,62.0,JeremyGray@xfinity.com
City Hotel,1,344,2016,June,25,16,0,2,Groups,PRT,62.0,Crystal.Knight@comcast.net
City Hotel,1,193,2016,June,26,20,1,2,Offline TA/TO,PRT,120.0,Daniels_Marie@xfinity.com
City Hotel,1,9,2016,June,26,23,0,1,Online TA,PRT,91.0,Duarte.Vickie@protonmail.com
City Hotel,1,157,2016,June,27,26,2,3,Online TA,DEU,90.95,Daisy.White@att.com
City Hotel,1,39,2016,June,27,27,1,0,Online TA,PRT,89.1,Charles.Brown@gmail.com
City Hotel,1,179,2016,July,27,1,0,2,Groups,PRT,65.0,Kyle.Green@verizon.com
City Hotel,0,184,2016,July,27,1,2,2,Online TA,POL,90.95,Travis_May@outlook.com
City Hotel,1,54,2016,July,27,2,2,5,Online TA,PRT,119.7,Mary.F@gmail.com
City Hotel,1,28,2016,July,28,3,2,2,Online TA,CN,132.05,Yu.Rebekah@yandex.com
City Hotel,1,245,2016,July,28,6,2,4,Offline TA/TO,PRT,110.0,MichaelAdkins66@gmail.com
City Hotel,1,245,2016,July,28,6,2,4,Offline TA/TO,PRT,110.0,Johnny.B@gmail.com
City Hotel,1,365,2016,July,28,7,0,2,Groups,PRT,62.0,Mr._Brooks40@zoho.com
City Hotel,1,114,2016,July,30,17,4,5,Online TA,GBR,191.0,Andrew_M@outlook.com
City Hotel,1,379,2016,July,30,21,0,2,Groups,PRT,62.0,Priscilla_Cole@yahoo.com
City Hotel,1,105,2016,July,30,23,0,1,Online TA,FRA,137.7,Patrick_Chandler@yandex.com
City Hotel,1,386,2016,July,31,28,0,2,Groups,PRT,62.0,Robin.Cummings@att.com
City Hotel,1,5,2016,August,32,3,0,1,Online TA,PRT,231.0,Anne.Price@att.com
City Hotel,1,147,2016,August,32,6,0,1,Online TA,FRA,114.3,Gregory_Yates@aol.com
City Hotel,0,214,2016,August,33,7,2,2,Online TA,NLD,158.95,Joseph_Yang@aol.com
City Hotel,1,176,2016,August,33,9,0,3,Online TA,ESP,137.7,SCardenas@protonmail.com
City Hotel,1,405,2016,August,33,10,0,2,Groups,PRT,65.0,Schaefer.Emily@mail.com
City Hotel,1,14,2016,August,33,13,1,1,Online TA,PRT,0.0,MJackson85@gmail.com
City Hotel,1,0,2016,August,34,18,0,1,Online TA,NLD,158.0,Koch.Kevin@att.com
City Hotel,1,405,2016,August,34,18,0,2,Groups,PRT,62.0,David.Phillip@xfinity.com
City Hotel,1,50,2016,August,34,19,1,2,Online TA,PRT,242.9,KTerry70@verizon.com
City Hotel,1,4,2016,August,34,20,0,1,Online TA,PRT,121.6,John.H@att.com
City Hotel,1,204,2016,August,36,29,1,2,Online TA,MLT,128.7,Griffith_Devin@comcast.net
City Hotel,1,26,2016,September,37,5,1,3,Online TA,PRT,127.2,Willis_Ashley@verizon.com
City Hotel,1,48,2016,September,38,14,0,1,Groups,PRT,120.0,Kelli.Stout63@protonmail.com
City Hotel,1,317,2016,September,38,15,0,2,Offline TA/TO,PRT,120.0,Michael_D63@att.com
City Hotel,1,317,2016,September,38,15,0,2,Offline TA/TO,PRT,120.0,Garrison_Gail@zoho.com
City Hotel,1,19,2016,September,38,17,0,1,Direct,CHE,178.0,Todd.DDS50@yandex.com
City Hotel,1,2,2016,September,38,17,2,3,Direct,PRT,181.79,Moreno_Jeffrey@protonmail.com
City Hotel,1,55,2016,September,39,20,0,3,Online TA,GBR,168.3,Rosario.Ronald@zoho.com
City Hotel,1,163,2016,September,39,23,0,1,Online TA,BRA,159.3,JPalmer@hotmail.com
City Hotel,0,418,2016,September,40,26,1,2,Offline TA/TO,PRT,107.0,Sara.C46@yandex.com
City Hotel,1,267,2016,September,40,30,1,2,Offline TA/TO,PRT,95.0,Thomas_Stephanie@comcast.net
City Hotel,1,275,2016,October,40,1,2,1,Online TA,FRA,106.2,Katherine_G@gmail.com
City Hotel,1,281,2016,October,40,1,2,1,Groups,PRT,96.0,Kevin_C@hotmail.com
City Hotel,1,66,2016,October,41,3,1,1,Online TA,CHN,119.07,TDickerson98@mail.com
City Hotel,1,285,2016,October,41,3,1,3,Offline TA/TO,PRT,100.0,Nelson.Michael29@mail.com
City Hotel,1,94,2016,October,41,6,1,3,Online TA,THA,108.0,Reed.Patrick@zoho.com
City Hotel,1,242,2016,October,41,7,2,3,Online TA,BRA,150.45,JMaldonado35@comcast.net
City Hotel,1,131,2016,October,42,10,1,0,Online TA,FRA,108.0,Joseph.P@comcast.net
City Hotel,1,37,2016,October,42,13,0,3,Offline TA/TO,PRT,95.0,Tyler_Shannon@att.com
City Hotel,1,32,2016,October,42,15,2,1,Online TA,USA,161.33,JohnDaniels@xfinity.com
City Hotel,1,97,2016,October,43,17,2,5,Online TA,BRA,135.0,Howard_F@yahoo.com
City Hotel,1,279,2016,October,43,21,0,2,Groups,PRT,65.0,Beverly_S@verizon.com
City Hotel,1,457,2016,October,43,21,0,2,Groups,PRT,65.0,Christopher_S@aol.com
City Hotel,1,119,2016,October,43,22,1,1,Online TA,ITA,166.5,Sheri_B@att.com
City Hotel,1,304,2016,November,45,3,0,3,Offline TA/TO,PRT,89.0,ACarson@comcast.net
City Hotel,1,277,2016,November,46,7,1,2,Groups,PRT,100.0,MCastro@mail.com
City Hotel,1,277,2016,November,46,7,1,2,Groups,PRT,100.0,Donald_Morales@gmail.com
City Hotel,1,277,2016,November,46,7,1,2,Groups,PRT,100.0,Jennifer_C@mail.com
City Hotel,1,261,2016,November,47,15,0,4,Online TA,PRT,106.25,Victoria_Green@zoho.com
City Hotel,1,23,2016,November,48,25,2,2,Online TA,VNM,154.0,MarioGarcia94@verizon.com
City Hotel,1,290,2016,December,49,1,1,3,Online TA,SVK,86.7,Briana.M@protonmail.com
City Hotel,1,74,2016,December,49,2,1,2,Online TA,HKG,88.2,Gina_Johnson97@comcast.net
City Hotel,1,48,2016,December,50,4,2,3,Online TA,ESP,88.4,Katrina.R54@gmail.com
City Hotel,1,86,2016,December,50,8,0,3,Online TA,ESP,174.0,William_G23@outlook.com
City Hotel,1,50,2016,December,52,23,2,2,Online TA,ITA,156.6,Theresa.G@verizon.com
City Hotel,1,213,2016,December,53,27,0,4,Online TA,LUX,79.48,Tina.N@gmail.com
City Hotel,1,286,2015,July,31,30,0,2,Groups,PRT,62.0,Tony_Martinez81@gmail.com
City Hotel,1,283,2015,July,31,27,1,1,Groups,PRT,62.0,JoshuaOrtiz@xfinity.com
City Hotel,1,335,2015,September,38,17,0,1,Offline TA/TO,PRT,85.0,Deborah.Hill51@protonmail.com
City Hotel,1,136,2015,July,29,17,1,2,Groups,PRT,60.0,Christine.Cooper@aol.com
City Hotel,1,276,2015,July,30,20,1,1,Groups,PRT,62.0,BNorris@gmail.com
City Hotel,1,311,2015,August,35,24,1,1,Groups,PRT,62.0,Duane_K@xfinity.com
City Hotel,1,278,2015,July,30,22,0,2,Groups,PRT,84.0,John_Ford@outlook.com
City Hotel,1,283,2015,July,31,27,1,1,Groups,PRT,84.0,Brittany_C@att.com
City Hotel,0,257,2015,July,27,1,0,2,Offline TA/TO,PRT,80.0,Jesse.Allen@verizon.com
City Hotel,0,257,2015,July,27,1,0,2,Offline TA/TO,PRT,101.5,TaraRiley@protonmail.com
City Hotel,1,274,2015,July,29,18,2,2,Groups,PRT,62.0,Coleman_Michael12@outlook.com
City Hotel,1,288,2015,October,42,16,0,2,Offline TA/TO,PRT,80.0,RVelasquez@comcast.net
City Hotel,0,271,2015,July,29,15,0,2,Groups,PRT,84.0,Virginia_Schmidt@outlook.com
City Hotel,1,207,2015,September,40,29,0,2,Offline TA/TO,PRT,48.0,ACarrillo@yandex.com
Resort Hotel,0,16,2015,July,28,9,1,3,Direct,RUS,98.0,Kristen.Williams@protonmail.com
Resort Hotel,0,16,2015,July,29,13,1,0,Online TA,ROU,100.2,Ronald_R@xfinity.com
